cwe_id,cwe_name,cwe_description,category,category_description,mitigation,applicable_languages,Reason_tag,Additional_tags
681,Incorrect Conversion between Numeric Types,"When converting from one data type to another, such as long to integer, data can be omitted or translated in a way that produces unexpected values. If the resulting values are used in a sensitive context, then dangerous behaviors may occur.",Language Basics,"Core language syntax, variables, data types, control flow, Code Quality Issues, Improper Adherence to Coding Standards. This is applicable for all languages and tasks. Consider the code complexity, maintainability and other code quality attributes.",Ensure explicit and safe conversion practices are followed. Use appropriate data type sizes that can accommodate the expected range of values. Implement checks to handle cases where data truncation or overflow might occur.,Language-agnostic,"The issue of incorrect conversion between numeric types is fundamental to understanding and using core language features such as data types and type casting, which applies to many programming languages. It involves understanding how different languages handle type conversions, making it a core language syntax issue.",[]
682,Incorrect Calculation,The product performs a calculation that generates incorrect or unintended results that are later used in security-critical decisions or resource management.,Language Basics,"Core language syntax, variables, data types, control flow, Code Quality Issues, Improper Adherence to Coding Standards. This is applicable for all languages and tasks. Consider the code complexity, maintainability and other code quality attributes.","Ensure thorough unit and integration testing of all calculations, especially those affecting security decisions. Use static analysis tools to detect potential calculation errors and adhere to coding standards that emphasize precision in numerical operations.",Language-agnostic,"Incorrect calculations are often a result of improper handling of data types, logical errors, or misapplication of control structures. These issues are fundamental to programming and affect code quality and maintainability across all languages.","['Error Handling', 'Memory & Resource Management']"
683,Function Call With Incorrect Order of Arguments,"The product calls a function, procedure, or routine, but the caller specifies the arguments in an incorrect order, leading to resultant weaknesses.",Language Basics,"Core language syntax, variables, data types, control flow, Code Quality Issues, Improper Adherence to Coding Standards. This is applicable for all languages and tasks. Consider the code complexity, maintainability and other code quality attributes.",Ensure that function calls are made with arguments in the correct order by referring to the function signature documentation and using descriptive variable names to reduce confusion.,Language-agnostic,"The incorrect order of arguments in function calls is a fundamental issue related to the basic syntax and understanding of the language constructs, which can happen in any programming language.",[]
684,Incorrect Provision of Specified Functionality,"The code does not function according to its published specifications, potentially leading to incorrect usage.",Language Basics,"Core language syntax, variables, data types, control flow, Code Quality Issues, Improper Adherence to Coding Standards. This is applicable for all languages and tasks. Consider the code complexity, maintainability, and other code quality attributes.",Ensure thorough understanding of the specifications and implement comprehensive test cases to verify that the code meets all specified requirements.,Language-agnostic,CWE-684 is tagged under 'Language Basics' as it deals with issues where the code does not function according to its published specifications. This problem affects the core functionality and quality of code across any programming language and is related to proper adherence to coding standards and practices.,[]
685,Function Call With Incorrect Number of Arguments,"The product calls a function, procedure, or routine, but the caller specifies too many arguments, or too few arguments, which may lead to undefined behavior and resultant weaknesses.",Language Basics,"Core language syntax, variables, data types, control flow, Code Quality Issues, Improper Adherence to Coding Standards. This is applicable for all languages and tasks. Consider the code complexity, maintainability, and other code quality attributes.",Ensure the function calls match the defined number of parameters. Use static analysis tools or linters to catch mismatches during development. Employ unit tests to validate function calls.,Language-agnostic,"The issue is fundamental to the syntax and usage of functions across most programming languages. Incorrect argument count affects code quality and adherence to function definitions, making it a core language issue.",[]
686,Function Call With Incorrect Argument Type,"The product calls a function, procedure, or routine, but the caller specifies an argument that is the wrong data type, which may lead to resultant weaknesses.",Language Basics,"Core language syntax, variables, data types, control flow, Code Quality Issues, Improper Adherence to Coding Standards. This is applicable for all languages and tasks. Consider the code complexity, maintainability and other code quality attributes.","Ensure that the arguments passed to functions are of the expected data type by using strong type checking, unit tests, and static analysis tools to catch type mismatches at compile-time or runtime.",Language-agnostic,"This CWE is tagged under 'Language Basics' because it involves fundamental issues with data types and function calls, which are core components of any programming language. The issue pertains to the correct use and adherence to language syntax and semantics.",[]
687,Function Call With Incorrectly Specified Argument Value,"The product calls a function, procedure, or routine, but the caller specifies an argument that contains the wrong value, which may lead to resultant weaknesses.",Language Basics,"Core language syntax, variables, data types, control flow, Code Quality Issues, Improper Adherence to Coding Standards. This is applicable for all languages and tasks. Consider the code complexity, maintainability and other code quality attributes.","Ensure that all function arguments are validated for correctness, type, and value before making a function call. Implement thorough input validation and use assertions or defensive programming techniques to catch incorrect values early.",Language-agnostic,"This CWE is tagged with 'Language Basics' because it pertains to the fundamental misuse of language features such as function calls and argument specification. It is a basic error that can occur in any programming language when incorrect values are used in function calls, leading to potential code quality and functionality issues.",[]
688,Function Call With Incorrect Variable or Reference as Argument,"The product calls a function, procedure, or routine, but the caller specifies the wrong variable or reference as one of the arguments, which may lead to undefined behavior and resultant weaknesses.",Language Basics,"Core language syntax, variables, data types, control flow, Code Quality Issues, Improper Adherence to Coding Standards. This is applicable for all languages and tasks. Consider the code complexity, maintainability, and other code quality attributes.",Ensure proper variable type and reference checks before making function calls. Use static analysis tools and comprehensive unit tests to identify mismatches. Implement coding standards and conduct code reviews to catch such issues early.,Language-agnostic,"This issue arises due to incorrect usage of function parameters, which is a fundamental aspect of programming across languages. It impacts code quality, maintainability, and can lead to unexpected behavior, thus falling under Language Basics.",[]
689,Permission Race Condition During Resource Copy,"The product, while copying or cloning a resource, does not set the resource's permissions or access control until the copy is complete, leaving the resource exposed to other spheres while the copy is taking place.",Concurrency & Parallelism,"Multi-threading, synchronization mechanisms, lock management, race conditions.","Ensure that resource permissions are set immediately upon creation and before any copying operation begins, to prevent exposure during the copy process. Use atomic operations or appropriate locking mechanisms to synchronize access to the resource.",Language-agnostic,"The core issue in this CWE is a race condition where the resource's permissions are not properly managed during the copy process, which can occur in any environment involving concurrent operations, making it a concurrency issue.",['File & I/O Handling']
69,Improper Handling of Windows ::DATA Alternate Data Stream,"The product does not properly prevent access to, or detect usage of, alternate data streams (ADS).",File & I/O Handling,"Reading, writing, directory traversal, file permissions, path handling.",Ensure proper validation and restrictions are in place to prevent unauthorized access or use of alternate data streams. Implement checks to detect and block attempts to create or access ADS when not necessary. Regularly audit and monitor file systems for unauthorized ADS usage.,Language-agnostic,"The improper handling of alternate data streams (ADS) directly relates to how files and input/output operations are managed, making 'File & I/O Handling' the most appropriate tag. ADS is a feature specific to NTFS file systems and requires careful handling during file operations to ensure security.","['Data safety and security', 'Input Validation & Sanitization']"
690,Unchecked Return Value to NULL Pointer Dereference,"The product does not check for an error after calling a function that can return with a NULL pointer if the function fails, which leads to a resultant NULL pointer dereference.",Error Handling,Exception capturing and handling.,Always check the return values of functions that can return NULL to ensure they are handled appropriately before dereferencing.,Language-agnostic,"The issue arises from not handling the error condition where a function returns NULL. This oversight can lead to a NULL pointer dereference, which is a classic error handling issue.","['Memory & Resource Management', 'C Language specific weakness', 'CPP Language specific weakness']"
691,Insufficient Control Flow Management,"The code does not sufficiently manage its control flow during execution, creating conditions in which the control flow can be modified in unexpected ways.",Language Basics,"Core language syntax, variables, data types, control flow, Code Quality Issues, Improper Adherence to Coding Standards. This is applicable for all languages and tasks. Consider the code complexity, maintainability and other code quality attributes.",Ensure all control flow paths are explicitly defined and managed. Use design patterns and control structures to prevent unexpected control flow changes. Regularly review and refactor code to improve control flow clarity and robustness.,Language-agnostic,"The issue pertains to fundamental aspects of code control flow, which are part of language basics. Improper management of control flow can lead to unpredictable behavior and is essential for the maintainability and readability of the code.",[]
692,Incomplete Denylist to Cross-Site Scripting,"The product uses a denylist-based protection mechanism to defend against XSS attacks, but the denylist is incomplete, allowing XSS variants to succeed.",Input Validation & Sanitization,"Sanitizing user input, type checks, length checks, preventing injections.","Use a comprehensive allowlist instead of a denylist for input validation, and ensure all user inputs are properly encoded based on context (e.g., HTML, JavaScript, URL) to prevent XSS.",Language-agnostic,"The weakness arises due to improper handling of user input which can lead to XSS attacks, making it a direct concern for input validation and sanitization processes.","['Web Development, API & Web Services']"
693,Protection Mechanism Failure,The product does not use or incorrectly uses a protection mechanism that provides sufficient defense against directed attacks against the product.,Data safety and security,"All sensitive data need to be encrypted in transition and at rest, storage, database, files.","Ensure proper implementation and use of protection mechanisms, such as encryption, authentication, and access controls, following best practices and standards.",Language-agnostic,"CWE-693 involves failures in protection mechanisms which are critical for data safety and security. It encompasses improper implementation or usage of such mechanisms, affecting the defense against attacks.","['Cryptography', 'Authentication & Authorization', 'Configuration Errors & Hardcoding']"
694,Use of Multiple Resources with Duplicate Identifier,"The product uses multiple resources that can have the same identifier, in a context in which unique identifiers are required.",Memory & Resource Management,"Dynamic allocation, stack vs. heap usage, pointer arithmetic, resource leaks.",Ensure that all resources are assigned unique identifiers. Implement checks or mechanisms to detect and prevent duplicate identifiers before resource allocation.,Language-agnostic,"This CWE involves the management of identifiers for resources, which relates directly to how resources are managed and allocated within a system. Proper resource management practices can prevent conflicts and ensure that identifiers are unique.",[]
695,Use of Low-Level Functionality,The product uses low-level functionality that is explicitly prohibited by the framework or specification under which the product is supposed to operate.,Language Basics,"Core language syntax, variables, data types, control flow, Code Quality Issues, Improper Adherence to Coding Standards. This is applicable for all languages and tasks. Consider the code complexity, maintainability and other code quality attributes.",Adhere to the high-level constructs and guidelines provided by the framework or specification. Avoid using prohibited low-level functionalities and follow best practices for maintainability and code quality.,Language-agnostic,"This CWE involves using low-level functionalities that are prohibited by a framework or specification, which is a core issue of adhering to coding standards and maintaining code quality across different languages.",[]
696,Incorrect Behavior Order,"The product performs multiple related behaviors, but the behaviors are performed in the wrong order in ways which may produce resultant weaknesses.",Language Basics,"Core language syntax, variables, data types, control flow, Code Quality Issues, Improper Adherence to Coding Standards. This is applicable for all languages and tasks. Consider the code complexity, maintainability and other code quality attributes.",Ensure that operations are executed in the correct sequence by defining clear control flow and logic in the code. This involves proper planning and understanding of the task dependencies and maintaining adherence to logical order in the implementation.,Language-agnostic,"The CWE 696 is related to performing actions in the wrong sequence, which is fundamentally an issue with control flow and logic rather than being tied to a specific programming language. It affects code quality and maintainability across different languages.","['Concurrency & Parallelism', 'Error Handling']"
697,Incorrect Comparison,"The product compares two entities in a security-relevant context, but the comparison is incorrect, which may lead to resultant weaknesses.",Language Basics,"Core language syntax, variables, data types, control flow, Code Quality Issues, Improper Adherence to Coding Standards. This is applicable for all languages and tasks. Consider the code complexity, maintainability and other code quality attributes.","Ensure that comparisons are correctly implemented by verifying data types and logic, use language-specific best practices for comparisons, and include comprehensive unit tests to catch potential errors.",Language-agnostic,"Incorrect comparisons fall under basic language constructs involving syntax, data types, and control flow. They are fundamental errors that can occur in any programming language, often resulting from misunderstanding language features or logical errors in code.",[]
698,Execution After Redirect (EAR),"The web application sends a redirect to another location, but instead of exiting, it executes additional code.","Web Development, API & Web Services","Backend frameworks, REST APIs, session management, front-end integration. Building/consuming RESTful APIs, microservices, GraphQL.",Ensure that the application terminates the request after issuing a redirect response to prevent any further code execution.,Language-agnostic,Execution After Redirect (EAR) is primarily a concern in web applications where improper handling of redirects can lead to unintended code execution. This is relevant to web development practices and frameworks.,"['Error Handling', 'Input Validation & Sanitization']"
7,J2EE Misconfiguration: Missing Custom Error Page,The default error page of a web application should not display sensitive information about the product.,Configuration Errors & Hardcoding,"Misconfigured environment, debug mode in production, Hardcoding credentials and secret data.",Ensure that the web application's error handling is properly configured to display custom error pages that do not reveal sensitive information about the system.,Java Language specific weakness,"This CWE involves improper configuration of error handling in Java-based web applications, specifically J2EE, leading to exposure of sensitive information through default error pages.","['Error Handling', 'Web Development, API & Web Services']"
703,Improper Check or Handling of Exceptional Conditions,The product does not properly anticipate or handle exceptional conditions that rarely occur during normal operation of the product.,Error Handling,Exception capturing and handling.,"Implement comprehensive exception handling strategies, including try-catch blocks, validation of inputs, and fallback mechanisms to ensure the application can gracefully handle unexpected conditions without crashing or exposing sensitive information.",Language-agnostic,This CWE relates to how software systems manage exceptions and unusual conditions that might occur during runtime. Proper error handling is crucial to maintain the stability and security of an application across different programming environments.,[]
704,Incorrect Type Conversion or Cast,"The product does not correctly convert an object, resource, or structure from one type to a different type.",Language Basics,"Core language syntax, variables, data types, control flow, Code Quality Issues, Improper Adherence to Coding Standards. This is applicable for all languages and tasks. Consider the code complexity, maintainability and other code quality attributes.","Ensure type conversions and casts are performed safely by using appropriate type checking and validation before conversion. Use language-specific constructs and functions that handle type safety, and leverage static analysis tools to detect improper conversions.",Language-agnostic,"The CWE is related to the fundamental concept of handling and converting data types across different programming languages, impacting core language syntax and data type management.","['C Language specific weakness', 'CPP Language specific weakness', 'Java Language specific weakness', 'Python Language specific weakness', 'Input Validation & Sanitization']"
705,Incorrect Control Flow Scoping,The product does not properly return control flow to the proper location after it has completed a task or detected an unusual condition.,Language Basics,"Core language syntax, variables, data types, control flow, Code Quality Issues, Improper Adherence to Coding Standards. This is applicable for all languages and tasks. Consider the code complexity, maintainability and other code quality attributes.","Ensure that control flow is clearly defined and managed, returning to the appropriate execution point after completing tasks or handling exceptions. Use language-specific constructs and patterns for managing control flow effectively.",Language-agnostic,"This CWE is related to control flow issues which fall under core language syntax and logic handling, affecting code complexity and maintainability. Such issues are not specific to any particular programming language.",['Error Handling']
706,Use of Incorrectly-Resolved Name or Reference,"The product uses a name or reference to access a resource, but the name/reference resolves to a resource that is outside of the intended control sphere.",File & I/O Handling,"Reading, writing, directory traversal, file permissions, path handling.",Ensure that resource references are validated to confirm they resolve to the intended resources. Implement robust path validation and access controls to prevent unauthorized access or redirection.,Language-agnostic,"CWE-706 involves the misuse of resource names or references, which often manifests in file and directory handling operations. Incorrect path resolutions can lead to accessing unintended files or directories, making it a file and I/O handling concern.","['Input Validation & Sanitization', 'Configuration Errors & Hardcoding']"
707,Improper Neutralization,The product does not ensure or incorrectly ensures that structured messages or data are well-formed and that certain security properties are met before being read from an upstream component or sent to a downstream component.,Input Validation & Sanitization,"Sanitizing user input, type checks, length checks, preventing injections.",Ensure all inputs are properly validated and sanitized before processing. Use whitelisting for allowed inputs and employ escaping where applicable to neutralize potentially harmful data.,Language-agnostic,"CWE-707 is fundamentally about ensuring that data is well-formed and secure before being processed or transmitted. This is directly related to input validation and sanitization, as improper neutralization often stems from failing to properly handle and clean incoming data, leading to potential security vulnerabilities.","['Data safety and security', 'Web Development, API & Web Services']"
708,Incorrect Ownership Assignment,"The product assigns an owner to a resource, but the owner is outside of the intended control sphere.",Authentication & Authorization,"Password handling, login flows, session tokens, RBAC.",Ensure that ownership assignments are restricted to entities within the intended control sphere by implementing strict access controls and validating ownership changes against predefined policies.,Language-agnostic,"This CWE involves incorrectly assigning ownership to resources, which is fundamentally related to authorization mechanisms. Proper ownership management is a crucial aspect of maintaining secure authorization protocols.",[]
71,DEPRECATED: Apple '.DS_Store',This entry has been deprecated as it represents a specific observed example of a UNIX Hard Link weakness type rather than its own individual weakness type. Please refer to CWE-62.,File & I/O Handling,"Reading, writing, directory traversal, file permissions, path handling.","Ensure proper file handling practices, avoid unnecessary file creation in directories, and restrict access to configuration files and metadata to authorized users only.",Language-agnostic,"The '.DS_Store' file is related to file and I/O operations, specifically with how certain metadata files are created and handled in directories.",[]
710,Improper Adherence to Coding Standards,"The product does not follow certain coding rules for development, which can lead to resultant weaknesses or increase the severity of the associated vulnerabilities.",Language Basics,"Core language syntax, variables, data types, control flow, Code Quality Issues, Improper Adherence to Coding Standards. This is applicable for all languages and tasks. Consider the code complexity, maintainability and other code quality attributes.",Ensure adherence to industry-recognized coding standards and guidelines. Use static analysis tools to enforce coding standards during development and perform regular code reviews.,Language-agnostic,"Improper adherence to coding standards can impact the code's maintainability, readability, and overall quality, which is a fundamental aspect of Language Basics. It affects core coding practices irrespective of the programming language.",[]
72,Improper Handling of Apple HFS+ Alternate Data Stream Path,The product does not properly handle special paths that may identify the data or resource fork of a file on the HFS+ file system.,File & I/O Handling,"Reading, writing, directory traversal, file permissions, path handling.",Ensure that the code properly handles alternate data stream paths and distinguishes between data and resource forks. Validate and sanitize file paths to prevent unauthorized access.,Language-agnostic,"This CWE involves improper handling of file paths specific to the Apple HFS+ file system, particularly with regard to alternate data streams. This falls under file and I/O handling as it deals directly with how file paths and streams are managed and accessed.",[]
73,External Control of File Name or Path,The product allows user input to control or influence paths or file names that are used in filesystem operations.,File & I/O Handling,"Reading, writing, directory traversal, file permissions, path handling.",Validate and sanitize all user input that is used to construct file paths or filenames. Use whitelisting for allowed file names or paths and avoid using user input directly in filesystem operations.,Language-agnostic,"This CWE involves the manipulation of file paths or names based on external input, which is directly related to file and I/O operations. Ensuring the security and correctness of file handling operations is crucial to prevent unauthorized access or modifications.",['Input Validation & Sanitization']
732,Incorrect Permission Assignment for Critical Resource,The product specifies permissions for a security-critical resource in a way that allows that resource to be read or modified by unintended actors.,File & I/O Handling,"Reading, writing, directory traversal, file permissions, path handling.","Ensure that permissions for security-critical resources are set according to the principle of least privilege, only allowing access to authorized users and processes.",Language-agnostic,"The issue involves assigning incorrect permissions to critical resources, which typically involves handling file and directory permissions. This is a core aspect of File & I/O Handling, as it deals with managing who can read, write, or execute these resources.","['Authentication & Authorization', 'Data safety and security']"
733,Compiler Optimization Removal or Modification of Security-critical Code,"The developer builds a security-critical protection mechanism into the software, but the compiler optimizes the program such that the mechanism is removed or modified.",Language Basics,"Core language syntax, variables, data types, control flow, Code Quality Issues, Improper Adherence to Coding Standards. This is applicable for all languages and tasks. Consider the code complexity, maintainability, and other code quality attributes.","Use compiler-specific flags to prevent optimization on security-critical code sections, and conduct thorough testing to ensure security mechanisms are intact in the compiled output.",Language-agnostic,"Compiler optimizations are a fundamental part of language processing and can affect any language with a compiler. This issue relates to how the basic language constructs are transformed during compilation, impacting the integrity of security mechanisms.",[]
74,Improper Neutralization of Special Elements in Output Used by a Downstream Component ('Injection'),"The product constructs all or part of a command, data structure, or record using externally-influenced input from an upstream component, but it does not neutralize or incorrectly neutralizes special elements that could modify how it is parsed or interpreted when it is sent to a downstream component.",Input Validation & Sanitization,"Sanitizing user input, type checks, length checks, preventing injections.","Ensure proper sanitization and validation of input data before it's used in constructing commands, queries, or data structures sent to downstream components. Utilize parameterized queries and prepared statements where applicable.",Language-agnostic,"This CWE involves improper handling of user inputs that can lead to various injection attacks. It is critical to validate and sanitize inputs to prevent malicious elements from altering the execution or interpretation of downstream components, making it primarily an input validation and sanitization issue.","['Code Injection', 'Web Development, API & Web Services', 'Database']"
749,Exposed Dangerous Method or Function,"The product provides an Applications Programming Interface (API) or similar interface for interaction with external actors, but the interface includes a dangerous method or function that is not properly restricted.","Web Development, API & Web Services","Backend frameworks, REST APIs, session management, front-end integration. Building/consuming RESTful APIs, microservices, GraphQL.","Ensure that all methods or functions exposed through the API are properly restricted and validated. Implement access controls, input validation, and thorough testing to prevent unauthorized access or exploitation of dangerous functions.",Language-agnostic,"CWE-749 involves exposing dangerous methods or functions through an API. As APIs are a core part of web development and interaction between services, this directly aligns with the Web Development, API & Web Services category. The primary concern is ensuring safe interaction over web services, making it relevant to this tag.","['Data safety and security', 'Input Validation & Sanitization', 'Authentication & Authorization']"
75,Failure to Sanitize Special Elements into a Different Plane (Special Element Injection),The product does not adequately filter user-controlled input for special elements with control implications.,Input Validation & Sanitization,"Sanitizing user input, type checks, length checks, preventing injections.",Always validate and sanitize user inputs. Use context-aware escaping and libraries designed to handle special characters securely. Implement a whitelist approach where possible.,Language-agnostic,"CWE-75 pertains to the lack of adequate filtering of user-controlled input for special elements, which is a core concern of input validation and sanitization. Proper handling of user inputs is crucial to prevent various injection attacks, making this category the most relevant.","['Code Injection', 'Web Development, API & Web Services']"
754,Improper Check for Unusual or Exceptional Conditions,The product does not check or incorrectly checks for unusual or exceptional conditions that are not expected to occur frequently during day to day operation of the product.,Error Handling,Exception capturing and handling.,Ensure comprehensive error and exception handling mechanisms are implemented to catch and manage all potential unusual or exceptional conditions.,Language-agnostic,"This CWE involves the improper handling of conditions that are not expected to occur frequently, which directly relates to error and exception management practices.",[]
755,Improper Handling of Exceptional Conditions,The product does not handle or incorrectly handles an exceptional condition.,Error Handling,Exception capturing and handling.,Ensure that all exceptional conditions are identified and properly handled using appropriate exception handling mechanisms. Implement comprehensive try-catch blocks and ensure meaningful error messages are provided to facilitate debugging. Avoid exposing sensitive information in error messages and logs.,Language-agnostic,"The CWE deals with the improper handling of exceptional conditions, which directly relates to how errors and exceptions are managed within software systems. It requires robust error handling mechanisms, making 'Error Handling' the most fitting category.","['Language Basics', 'Logging']"
756,Missing Custom Error Page,"The product does not return custom error pages to the user, possibly exposing sensitive information.","Web Development, API & Web Services","Backend frameworks, REST APIs, session management, front-end integration. Building/consuming RESTful APIs, microservices, GraphQL.",Ensure that all web applications implement custom error pages to prevent the exposure of sensitive information through default server error messages.,Language-agnostic,"The missing custom error page issue primarily affects web applications, where the server may reveal stack traces or other sensitive details when a default error page is shown. Custom error pages are an essential part of web development best practices, as they help control the information exposed to end users.","['Error Handling', 'Data safety and security']"
757,Selection of Less-Secure Algorithm During Negotiation ('Algorithm Downgrade'),"A protocol or its implementation supports interaction between multiple actors and allows those actors to negotiate which algorithm should be used as a protection mechanism such as encryption or authentication, but it does not select the strongest algorithm that is available to both parties.",Cryptography,"Encryption/decryption, hashing, key management, SSL/TLS usage.",Ensure that negotiation mechanisms are designed to prioritize the strongest available algorithms and avoid downgrading to weaker algorithms. Implement strict policy controls and update libraries and protocols to support only secure algorithm options.,Language-agnostic,"This CWE deals with the selection of cryptographic algorithms during protocol negotiation, which directly pertains to the cryptography category. It involves the secure implementation of algorithms and ensuring the strongest available ones are used.","['Networking & Communication', 'Data safety and security']"
758,"Reliance on Undefined, Unspecified, or Implementation-Defined Behavior","The product uses an API function, data structure, or other entity in a way that relies on properties that are not always guaranteed to hold for that entity.",Language Basics,"Core language syntax, variables, data types, control flow, Code Quality Issues, Improper Adherence to Coding Standards. This is applicable for all languages and tasks. Consider the code complexity, maintainability and other code quality attributes.","Ensure the code adheres strictly to the language standards and avoids using behavior that is undefined, unspecified, or implementation-defined. Thoroughly review language specifications and utilize static analysis tools to detect and prevent reliance on such behaviors.",Language-agnostic,"This CWE relates to the fundamental way code is written, relying on aspects of a language's behavior that are not guaranteed, leading to potential inconsistencies and errors across different environments or compilers. This aligns with core language syntax and code quality issues.","['C Language specific weakness', 'CPP Language specific weakness', 'Java Language specific weakness']"
759,Use of a One-Way Hash without a Salt,"The product uses a one-way cryptographic hash against an input that should not be reversible, such as a password, but the product does not also use a salt as part of the input.",Cryptography,"Encryption/decryption, hashing, key management, SSL/TLS usage.","To mitigate CWE-759, always use a unique salt when hashing sensitive data such as passwords. This prevents attackers from easily comparing hashes using rainbow tables or other precomputed hash attacks.",Language-agnostic,"This CWE involves improper handling of cryptographic operations, specifically hashing without a salt. The category 'Cryptography' is most appropriate as it directly relates to the proper implementation of cryptographic techniques.","['Authentication & Authorization', 'Data safety and security']"
76,Improper Neutralization of Equivalent Special Elements,"The product correctly neutralizes certain special elements, but it improperly neutralizes equivalent special elements.",Input Validation & Sanitization,"Sanitizing user input, type checks, length checks, preventing injections.",Ensure comprehensive and consistent input validation and sanitization to handle all equivalent representations of special elements.,Language-agnostic,"This CWE involves improper handling of input elements that may have equivalent representations, which directly ties into the domain of input validation and sanitization to prevent various types of injections.","['Code Injection', 'Data safety and security']"
760,Use of a One-Way Hash with a Predictable Salt,"The product uses a one-way cryptographic hash against an input that should not be reversible, such as a password, but the product uses a predictable salt as part of the input.",Cryptography,"Encryption/decryption, hashing, key management, SSL/TLS usage.","Use a strong, cryptographically secure random number generator to create salts that are unpredictable and unique for each input, such as a password.",Language-agnostic,"This CWE involves the use of cryptographic hashes, which directly relates to the field of cryptography. The primary concern is ensuring the salts used are unpredictable, which is a fundamental cryptographic requirement.","['Data safety and security', 'Authentication & Authorization']"
761,Free of Pointer not at Start of Buffer,"The product calls free() on a pointer to a memory resource that was allocated on the heap, but the pointer is not at the start of the buffer.",Memory & Resource Management,"Dynamic allocation, stack vs. heap usage, pointer arithmetic, resource leaks.",Ensure that pointers passed to free() are pointing to the start of the allocated memory block. Always keep track of the original pointer returned by memory allocation functions.,"['C', 'C++']","This CWE involves improper handling of memory deallocation which is specifically a memory management issue. Incorrectly freeing memory can lead to undefined behavior, memory corruption, or application crashes, which falls under the domain of memory and resource management.","['C Language specific weakness', 'CPP Language specific weakness']"
762,Mismatched Memory Management Routines,"The product attempts to return a memory resource to the system, but it calls a release function that is not compatible with the function that was originally used to allocate that resource.",Memory & Resource Management,"Dynamic allocation, stack vs. heap usage, pointer arithmetic, resource leaks.","Ensure that memory is allocated and deallocated using compatible routines, such as pairing malloc() with free(), new with delete, and new[] with delete[]. Perform code reviews and use static analysis tools to detect mismatched memory operations.","C, C++","This CWE involves incorrect usage of memory allocation and deallocation routines, a fundamental aspect of memory management, particularly in languages like C and C++ where developers have direct control over memory operations.","['C Language specific weakness', 'CPP Language specific weakness']"
763,Release of Invalid Pointer or Reference,"The product attempts to return a memory resource to the system, but it calls the wrong release function or calls the appropriate release function incorrectly.",Memory & Resource Management,"Dynamic allocation, stack vs. heap usage, pointer arithmetic, resource leaks.","Ensure that pointers are correctly managed throughout the code lifecycle, employing proper allocation and deallocation practices, and using smart pointers or similar abstractions when available.",Language-agnostic,"This weakness involves incorrect handling of memory resources, which falls under memory management issues. Releasing invalid pointers or references directly impacts memory safety and resource management.","['C Language specific weakness', 'CPP Language specific weakness']"
764,Multiple Locks of a Critical Resource,"The product locks a critical resource more times than intended, leading to an unexpected state in the system.",Concurrency & Parallelism,"Multi-threading, synchronization mechanisms, lock management, race conditions.","Ensure that locks are acquired and released correctly, using consistent and minimal locking logic to avoid deadlocks and unintended resource state changes.",Language-agnostic,"The issue involves the incorrect handling of locks, which is a fundamental problem in concurrent programming. This is applicable across languages that support multi-threading and synchronization mechanisms.",[]
765,Multiple Unlocks of a Critical Resource,"The product unlocks a critical resource more times than intended, leading to an unexpected state in the system.",Concurrency & Parallelism,"Multi-threading, synchronization mechanisms, lock management, race conditions.",Ensure that locks are correctly managed by using structured mechanisms such as RAII (Resource Acquisition Is Initialization) in C++ or using synchronized blocks in Java to automatically handle lock acquisition and release. Avoid manual lock management wherever possible.,Language-agnostic,"This CWE involves improper handling of locks, which is a core aspect of managing concurrency and parallelism. It is often observed in multi-threaded environments where synchronization mechanisms are crucial.","['Memory & Resource Management', 'Error Handling']"
766,Critical Data Element Declared Public,"The product declares a critical variable, field, or member to be public when intended security policy requires it to be private.",Language Basics,"Core language syntax, variables, data types, control flow, Code Quality Issues, Improper Adherence to Coding Standards. This is applicable for all languages and tasks. Consider the code complexity, maintainability and other code quality attributes.","Ensure that critical data elements, especially those containing sensitive information, are declared private or protected as per the intended security policy. Use proper access control mechanisms to restrict visibility and access.",Language-agnostic,The issue of declaring critical data elements as public falls under the category of language basics because it involves core language syntax related to visibility and access control of variables or data members. This problem is about adhering to coding standards and ensuring that variables are declared with the appropriate access level to maintain code quality and security.,['Data safety and security']
767,Access to Critical Private Variable via Public Method,The product defines a public method that reads or modifies a private variable.,Language Basics,"Core language syntax, variables, data types, control flow, Code Quality Issues, Improper Adherence to Coding Standards. This is applicable for all languages and tasks. Consider the code complexity, maintainability and other code quality attributes.",Ensure that public methods do not expose or alter private variables directly. Use encapsulation to provide controlled access and maintain integrity of private data.,Language-agnostic,"This weakness involves improper use of language constructs related to access control and encapsulation, which are core principles in language basics. It can affect the design and quality of code across different programming languages.",[]
768,Incorrect Short Circuit Evaluation,"The product contains a conditional statement with multiple logical expressions in which one of the non-leading expressions may produce side effects. This may lead to an unexpected state in the program after the execution of the conditional, because short-circuiting logic may prevent the side effects from occurring.",Language Basics,"Core language syntax, variables, data types, control flow, Code Quality Issues, Improper Adherence to Coding Standards. This is applicable for all languages and tasks. Consider the code complexity, maintainability and other code quality attributes.","Ensure that conditional expressions do not rely on side effects, or reorder logic to guarantee all necessary side effects are executed regardless of short-circuit behavior.",Language-agnostic,"The issue of incorrect short circuit evaluation involves understanding and properly implementing core control flow constructs in programming languages. This makes it a matter of language basics, as it directly pertains to how languages handle logical operations and their evaluation.",['Code Quality Issues']
